Country	Country Code	Indicator Name	Indicator Code	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
El Salvador	SLV	GDP per capita (current US$)	NY.GDP.PCAP.CD	914,1309275	983,1800319	1073,311045	1216,701063	1380,70763	1585,109459	1684,785985	1778,837576	1886,35964	1930,623493	2001,538009	2072,299842	2124,102889	2209,496508	2278,431843	2428,569512	2631,820415	2786,157922	2933,395675	2858,47963	2983,242708	3266,045875	3428,384736	3509,531493	3589,042193	3705,577946	3805,993666	3910,257193	4067,65	4187,250031	
Serbia	SRB	GDP per capita (current US$)	NY.GDP.PCAP.CD						2207,454303	2864,087172	3380,043643	2571,17271	2571,305177	914,7855093	1727,281196	2283,846685	3005,426352	3502,803153	3720,479155	4382,617279	5848,476405	7101,040141	6169,114195	5735,422857	6809,159804	6015,945228	6755,073511	6600,05665	5585,117808	5756,381194	6284,192804	7246,1	7402,354559	
Sao Tome and Principe	STP	GDP per capita (current US$)	NY.GDP.PCAP.CD												524,6879948	577,6401566	678,6928396	745,3154519	866,5049956	883,0697315	896,851612	1098,768061	1067,914125	1094,710717	1263,868022	1340,527702	1577,018278	1782,798059	1595,864632	1710,130898	1811,012826	2001,1	1994,906467	
Suriname	SUR	GDP per capita (current US$)	NY.GDP.PCAP.CD	958,6146981	1084,974758	961,8333314	1001,716482	1391,600964	1565,212023	1921,879712	2039,854809	2415,77884	1904,424719	2012,260287	1750,558371	2267,721066	2611,356086	3006,189322	3590,626616	5197,717047	5744,759727	6831,970411	7408,389111	8255,796859	8263,172923	9201,008785	9402,233137	9472,0076	8561,974179	5539,068872	5626,795816	6003	6854,906561	
Slovakia	SVK	GDP per capita (current US$)	NY.GDP.PCAP.CD	2405,535136	2691,195606	2920,917567	3102,296793	3771,359427	4819,125555	5196,94038	5146,671078	5538,616465	5643,675109	5413,150621	5717,21709	6533,553213	8712,698793	10671,82186	11685,75482	13159,75944	16085,61152	18677,29271	16531,67051	16727,29133	18338,36223	17460,04681	18236,98079	18670,93017	16309,07324	16505,97505	17554,30832	19428,1	19329,0968	
Slovenia	SVN	GDP per capita (current US$)	NY.GDP.PCAP.CD	9107,477079	6633,73828	6562,018396	6656,933376	7564,741184	10730,45091	10815,11122	10454,96556	11175,7711	11452,78279	10201,30354	10479,75943	11777,15551	14849,03695	17233,13856	18098,90873	19672,96549	23787,64669	27483,33695	24694,23056	23509,54339	25095,13263	22643,10025	23496,60231	24214,92207	20881,76677	21622,58068	23500,75223	26054,5	25739,24781	
Sweden	SWE	GDP per capita (current US$)	NY.GDP.PCAP.CD	30593,67245	31822,80385	32800,98268	24425,28493	26083,61439	30282,96392	32998,96816	30312,4876	30596,5272	30941,07936	29624,91267	27247,85773	29899,19525	37321,7979	42821,67314	43437,06312	46593,60216	53700,00534	56152,55234	46946,96027	52869,04429	60755,75955	58037,82132	61126,9432	60020,36046	51545,48361	51965,15715	53791,50873	54589	51610,06606	
Chad	TCD	GDP per capita (current US$)	NY.GDP.PCAP.CD	291,5532595	304,8747696	296,0393706	222,9232851	173,9903751	206,2610645	221,6730095	205,8627232	224,553884	190,5589772	165,7629866	196,9736976	220,3759764	291,9448516	453,5218172	658,3049578	709,7651951	798,5480013	925,6360843	800,4642249	892,5687203	984,7358915	967,3527975	979,8124096	1020,288204	776,0195323	693,4493865	665,9483527	726,149	709,5403101	
Togo	TGO	GDP per capita (current US$)	NY.GDP.PCAP.CD	431,4501598	414,7820816	429,0420348	306,1505635	238,4653956	309,8184402	336,9772364	334,1433955	342,658274	329,6959964	302,2063943	292,5673576	326,8556001	396,0300441	412,589392	406,4009505	407,6946979	449,1442328	544,1475234	538,4419516	534,0443668	587,0971368	571,8067239	621,3988536	640,9342196	570,910279	597,4710888	626,0915279	678,95	675,5422133	
Thailand	THA	GDP per capita (current US$)	NY.GDP.PCAP.CD	1508,942737	1716,415599	1927,882737	2209,36303	2491,42809	2846,586738	3043,980517	2468,184973	1845,82887	2033,257944	2007,735175	1893,26406	2096,187999	2359,116867	2660,126998	2894,062656	3369,543403	3973,016991	4379,658524	4213,006339	5076,340174	5492,121256	5860,582507	6168,262985	5951,883702	5840,046523	5994,231475	6592,914902	7295,47	7808,192916	
Tajikistan	TJK	GDP per capita (current US$)	NY.GDP.PCAP.CD	497,6320261	469,3379255	346,9784139	294,4038807	268,0002958	213,6353402	178,361221	155,1884916	219,0404999	177,5597157	138,4288795	171,0479834	190,0025003	237,7574442	311,6273248	340,5830327	408,8385907	526,6429154	715,8651105	676,1234193	749,552711	847,3821018	969,2964731	1048,227293	1104,171689	929,0958572	802,5180041	806,0415731	826,621	870,7875893	
Turkmenistan	TKM	GDP per capita (current US$)	NY.GDP.PCAP.CD	865,789417	846,6461572	820,6842727	792,6684621	622,3706261	589,905474	554,8327509	562,6370536	590,393217	548,6991476	643,174726	774,4828307	967,8901647	1283,911263	1453,916238	1704,417531	2136,474322	2600,369292	3904,463719	4036,455999	4439,200382	5649,952278	6675,185658	7304,287132	7962,239098	6432,680702	6389,548408	6587,090316	6966,63		
Timor-Leste	TLS	GDP per capita (current US$)	NY.GDP.PCAP.CD											415,0834787	529,7902522	508,7916881	517,7846146	453,4767175	464,5196375	446,4577497	523,7336977	614,4323923	676,6227594	806,4078617	947,5137304	1013,050451	1210,033296	1232,456832	1334,661956	1358,201692	1294,715534	1237,1	1294,188934	
Tunisia	TUN	GDP per capita (current US$)	NY.GDP.PCAP.CD	1491,122129	1551,376893	1799,110329	1660,875379	1743,154533	1975,900295	2113,586292	2208,205303	2292,712947	2386,589244	2211,826817	2253,04471	2344,413533	2760,414314	3111,382703	3193,206569	3370,033926	3775,75001	4307,155878	4128,462783	4141,976353	4264,674946	4152,678587	4222,703245	4305,474165	3861,688531	3697,930831	3481,228739	3438,78	3317,541013	
Turkey	TUR	GDP per capita (current US$)	NY.GDP.PCAP.CD	2794,35039	2735,707864	2842,369876	3180,187801	2270,337523	2897,866491	3053,947025	3144,385859	4496,49682	4108,123199	4316,548907	3119,56579	3659,939868	4718,199808	6040,607698	7384,251628	8035,377338	9711,873594	10854,17225	9038,52015	10672,38925	11335,51051	11707,25971	12519,39143	12095,85457	10948,72461	10820,63384	10513,64843	9370,1	9042,492983	
Tanzania	TZA	GDP per capita (current US$)	NY.GDP.PCAP.CD	173,7906392	195,6615379	175,5581268	157,0608183	161,1769355	182,3618837	219,5501888	253,4759513	395,5326846	400,2636844	410,9523276	406,5386686	411,9723458	431,2796931	459,2592825	492,6313793	485,4974874	552,8395296	687,3904455	695,2167768	743,4037847	781,4370143	867,8676806	970,4169384	1030,092917	947,9334465	966,4746224	1004,841121	1060,99	1122,12181	
Uganda	UGA	GDP per capita (current US$)	NY.GDP.PCAP.CD	248,0293672	185,0181481	153,943974	167,9412317	201,6026565	281,9662023	287,3882361	289,5044142	295,405358	261,347861	261,8689977	239,4731859	245,5000794	243,9015264	296,0469361	325,5903736	347,9903568	416,8986194	467,9005703	793,4832855	815,8736791	825,8384352	783,717921	803,5093739	876,3543005	840,4015715	730,6250405	747,1969074	767,097	776,7685759	
Ukraine	UKR	GDP per capita (current US$)	NY.GDP.PCAP.CD	1569,757584	1489,688775	1417,865162	1258,136574	1012,098194	935,9589884	872,698742	991,2204028	835,2509542	635,7579226	635,7005351	780,3211789	878,6187489	1047,50279	1366,016476	1826,931391	2300,769709	3065,611294	3887,242337	2542,995424	2965,139715	3569,758121	3855,417729	4029,711252	3104,643206	2124,662319	2187,73051	2640,675677	3096,81	3659,031312	
Uruguay	URY	GDP per capita (current US$)	NY.GDP.PCAP.CD	2990,364248	3578,284729	4082,531892	4720,991306	5458,86395	5985,105857	6317,565767	7329,853491	7713,618771	7250,259428	6875,021328	6284,4559	4090,899267	3624,198052	4120,556611	5226,937806	5887,848703	7026,511491	9091,079039	9451,932449	11992,01663	14236,68119	15171,58466	16973,67421	16831,97294	15613,76427	15387,14403	17322,14739	17277,9	16190,12696	
United States of America	USA	GDP per capita (current US$)	NY.GDP.PCAP.CD	23888,60001	24342,2589	25418,99078	26387,29373	27694,85342	28690,8757	29967,71272	31459,139	32853,67698	34513,5615	36334,90878	37133,24281	38023,16111	39496,48588	41712,80107	44114,74778	46298,73144	47975,96768	48382,55845	47099,98047	48467,51578	49886,81811	51610,60528	53117,66783	55047,72556	56822,51882	57927,51685	59957,72585	62840	65118,35833	
Uzbekistan	UZB	GDP per capita (current US$)	NY.GDP.PCAP.CD	651,4192061	652,8074753	603,3520153	596,9835856	576,4471105	585,9323642	600,5981578	623,0026524	623,2161328	702,4807441	558,2268024	456,7062895	383,343068	396,377979	465,1198869	546,7768502	654,2838373	830,4076942	1082,286025	1213,265328	1634,312095	1926,292997	2137,025122	2281,410973	2492,336643	2615,025134	2567,799207	1826,566919	1529,08	1724,841134	
Vietnam	VNM	GDP per capita (current US$)	NY.GDP.PCAP.CD	95,18825018	138,4474544	139,2001366	182,3084018	221,1291812	276,8126665	324,1472069	348,0173981	348,3243262	362,9195028	390,0933261	404,8078662	430,0528671	480,5797992	546,9096058	687,4797356	784,3724223	906,2841981	1149,424642	1217,268555	1317,890706	1525,115988	1735,141276	1886,671896	2030,261955	2085,101484	2192,214539	2365,621666	2566,59	2715,276036	
Vanuatu	VUT	GDP per capita (current US$)	NY.GDP.PCAP.CD	1080,67245	1253,151528	1264,049655	1177,386158	1335,902498	1390,966323	1427,759013	1462,890229	1473,710174	1478,494057	1470,572265	1363,113016	1354,186169	1580,542444	1788,087167	1887,226576	2049,618856	2398,612625	2705,597658	2649,618144	2966,857116	3264,537017	3133,090209	3124,233078	3088,258303	2801,939848	2889,853036	3082,356323	3095,7	3058,065675	
Yemen	YEM	GDP per capita (current US$)	NY.GDP.PCAP.CD	482,247874	482,0606889	498,9634588	393,7392321	291,4721525	285,5695548	374,0114314	428,06081	384,4998469	451,5711388	554,4486334	550,3602417	579,8529205	620,3827587	709,9653061	832,8444886	921,4184439	1017,292001	1229,246843	1116,084594	1334,784845	1374,621285	1446,536354	1607,152365	1673,146354	1395,439633	1033,733043	882,3957585	968,159		
South Africa	ZAF	GDP per capita (current US$)	NY.GDP.PCAP.CD	3139,966054	3285,95465	3479,066283	3388,729303	3445,230068	3751,854328	3494,383567	3549,579815	3154,020777	3081,569927	3032,427138	2666,47491	2502,277005	3751,282813	4833,627517	5383,656543	5602,011044	6095,622439	5760,805287	5862,79734	7328,615629	8007,412846	7501,469984	6832,456891	6433,187277	5734,633629	5272,918425	6132,479841	6374,02	6001,400814	
Zimbabwe	ZWE	GDP per capita (current US$)	NY.GDP.PCAP.CD	841,9729898	809,0521248	619,372594	591,7201625	611,865711	623,2099674	741,0957267	731,9483797	544,9841629	580,0707181	563,0577411	568,3859092	530,5305794	478,007405	482,9984113	476,5553236	447,8549242	431,7871883	356,6933497	771,5987859	948,3318545	1093,654002	1304,969802	1430,000818	1434,89934	1445,071062	1464,583529	1548,170056	1683,74	1463,98591	
