Country	Country Code	Indicator Name	Indicator Code	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
Honduras	HND	GDP per capita (current US$)	NY.GDP.PCAP.CD	993,4830527	911,7555181	942,612765	913,3023086	836,6037387	936,6669981	887,6933678	948,955555	1023,460569	1002,715198	1080,462129	1120,552212	1122,063942	1145,497561	1204,476619	1296,695959	1420,136121	1572,065504	1727,827701	1789,706651	1904,346465	2088,3153	2144,342611	2102,593166	2206,051934	2302,201379	2342,584651	2453,727896	2505,7	2574,912191	
Croatia	HRV	GDP per capita (current US$)	NY.GDP.PCAP.CD						4852,222226	5202,918817	5260,251413	5619,200373	5185,584437	4849,534223	5391,091591	6233,053682	8060,257162	9662,775968	10530,21991	11703,33789	13962,84757	16309,43901	14555,99645	13923,62858	14566,63847	13238,10193	13642,19366	13600,19439	11782,89908	12360,48382	13412,33829	14920,1	14853,23984	
Haiti	HTI	GDP per capita (current US$)	NY.GDP.PCAP.CD	439,944063	483,873905	308,3713132	251,752719	285,1187788	363,2658259	368,6322377	415,7704833	455,5418961	499,3037489	467,1475588	417,762646	396,6338208	332,6147785	391,0346157	468,7572696	508,9688066	619,8127742	678,8447898	672,0369979	665,6274195	744,2174268	769,749381	815,8200152	831,8739489	815,7282844	735,3017703	765,7272943	868,342	754,5879177	
Hungary	HUN	GDP per capita (current US$)	NY.GDP.PCAP.CD		3350,258323	3735,10582	3873,987723	4173,373024	4494,707624	4525,039103	4596,182622	4744,212264	4793,478522	4624,281657	5276,033189	6655,333009	8421,103313	10285,79363	11200,57695	11475,82271	13918,96019	15753,47328	13046,48101	13113,52596	14150,96673	12918,24752	13687,2461	14246,1098	12651,56834	12992,37567	14457,60876	16150,7	16475,74184	
Indonesia	IDN	GDP per capita (current US$)	NY.GDP.PCAP.CD	585,07655	631,7828373	681,9383856	827,9053053	912,2032751	1026,39342	1137,410118	1063,712365	463,9481695	671,0986161	780,190201	748,2576157	900,1775757	1065,648539	1150,261315	1263,287321	1589,801489	1860,002763	2166,854167	2261,247224	3122,362815	3643,043936	3694,348946	3623,911582	3491,624791	3331,695128	3562,845756	3837,651731	3893,84	4135,569263	
India	IND	GDP per capita (current US$)	NY.GDP.PCAP.CD	367,5566093	303,0556053	316,9539279	301,1590042	346,1029503	373,76648	399,9500768	415,493797	413,2989342	441,9987596	443,3141934	451,5730011	470,9867859	546,7266145	627,7742473	714,8610135	806,7532806	1028,334771	998,522339	1101,96084	1357,563719	1458,103527	1443,879529	1449,605912	1573,881492	1605,605434	1732,564262	1981,65105	2005,86	2104,1459	
Ireland	IRL	GDP per capita (current US$)	NY.GDP.PCAP.CD	14048,1062	14104,07829	15733,20398	14674,61457	15921,97484	19181,40045	20860,59699	22542,81077	24263,2448	26284,34198	26241,36461	28227,72753	32541,0986	41106,92527	47631,01066	50878,22361	54306,42932	61359,74138	61262,10056	52105,15248	48715,17686	51848,90973	48917,89756	51590,18845	55492,98268	61995,42278	63197,08237	69822,34718	78621,2	78660,95646	
Iraq	IRQ	GDP per capita (current US$)	NY.GDP.PCAP.CD	10326,92166														1391,963489	1855,522004	2373,214785	3182,947982	4636,610978	3853,940935	4657,280426	6045,495551	6836,027313	7076,554608	6818,804621	4989,803075	4776,726499	5205,288255	5834,16	5955,10901	
Iceland	ISL	GDP per capita (current US$)	NY.GDP.PCAP.CD	25423,07201	26843,2781	27165,04602	23615,239	24054,73467	26673,62532	27659,87612	27960,92244	30995,02968	32343,99159	32018,06368	28793,96075	32326,63824	39423,92801	47367,27817	56658,59267	56673,60244	69054,27079	56409,7731	41333,41853	43024,92349	47516,87469	45910,02055	49522,23659	54241,93466	52564,42919	61466,80397	71310,93925	72968,7	66944,82551	
Israel	ISR	GDP per capita (current US$)	NY.GDP.PCAP.CD	12663,36365	13650,84118	14758,34609	14443,24297	15992,3424	18103,66252	19324,63936	19652,60744	19415,98507	19120,25065	21043,57493	20306,93224	18435,89476	18979,32345	19896,81774	20566,64549	21837,37849	24924,33095	29567,80388	27715,63681	30693,59308	33669,24647	32511,23785	36309,46883	37678,88977	35776,79517	37321,62404	40541,86209	41719,7	43641,39774	
Italy	ITA	GDP per capita (current US$)	NY.GDP.PCAP.CD	20825,78421	21956,52976	23243,47454	18738,7639	19337,63091	20664,55227	23081,60468	21829,34582	22318,1373	21997,62432	20087,59199	20483,21599	22270,14412	27465,6753	31259,7165	32043,14037	33501,65817	37822,66524	40778,34274	37079,75867	36000,52012	38599,06221	35053,52624	35549,9747	35518,41529	30230,2263	30939,71425	32406,72032	34520	33189,5658	
Jamaica	JAM	GDP per capita (current US$)	NY.GDP.PCAP.CD	1897,686963	1668,98801	1434,710462	2175,456373	2159,841372	2580,736386	2879,658193	3241,234407	3359,005841	3362,200664	3384,694861	3431,416469	3599,973172	3469,151565	3725,109093	4089,198442	4321,043327	4633,944386	4917,718398	4316,231053	4704,054455	5111,471413	5209,851931	4989,171391	4833,790318	4907,50372	4843,338474	5069,183838	5354,2	5582,263778	
Jordan	JOR	GDP per capita (current US$)	NY.GDP.PCAP.CD	1166,610276	1155,233314	1355,237043	1353,257159	1434,445698	1486,646886	1484,136866	1515,419597	1622,855464	1642,351331	1674,825261	1744,463602	1827,335753	1902,589902	2073,641321	2214,017817	2548,268658	2773,740242	3398,151722	3504,00246	3690,113268	3816,279258	3877,339345	3998,027473	4072,765475	4105,448961	4103,7336	4162,820687	4241,78	4330,329346	
Japan	JPN	GDP per capita (current US$)	NY.GDP.PCAP.CD	25359,34702	28925,04158	31464,54905	35765,91409	39268,56687	43440,36787	38436,92631	35021,71909	31902,7671	36026,55608	38532,04088	33846,46564	32289,35054	34808,39092	37688,72234	37217,64873	35433,98896	35275,22843	39339,29757	40855,17564	44507,67639	48167,99727	48603,47665	40454,44746	38109,41211	34524,46986	38761,81815	38386,51115	39159,4	40246,88013	
Kenya	KEN	GDP per capita (current US$)	NY.GDP.PCAP.CD	361,3281889	332,4189598	324,1374038	220,0697268	265,2322565	325,7789408	421,3392708	445,8772703	465,909801	414,6793898	397,4826588	395,3295318	389,542711	429,7878437	451,6687159	511,6164222	685,9545322	825,6665976	902,0700258	905,1317861	951,6879611	971,633329	1136,871406	1210,388014	1315,804535	1336,883349	1410,527568	1572,335496	1707,98	1816,546916	
Kyrgyztan	KGZ	GDP per capita (current US$)	NY.GDP.PCAP.CD	609,1728912	575,6439745	513,0359437	449,0657902	372,30781	364,2264974	394,8601215	376,4296133	345,1381316	258,0492288	279,6195693	308,4096116	321,7270332	380,5064324	433,2349766	476,55213	543,1107024	721,7686908	966,3936272	871,2243893	880,0377751	1123,883168	1177,974735	1282,437162	1279,769783	1121,082835	1120,666513	1242,769643	1308,14	1309,392992	
Cambodia	KHM	GDP per capita (current US$)	NY.GDP.PCAP.CD				254,1164819	270,5429925	322,9317876	319,2863717	304,764607	268,9904186	295,9033277	302,5771636	321,1503013	338,9872627	362,3357077	408,5138263	474,1112278	539,7501687	631,5248421	745,6091807	738,0547836	785,5022829	882,2754926	950,880346	1013,420401	1093,496191	1162,90492	1269,591257	1385,25998	1512,12	1643,121389	
Souh Korea	KOR	GDP per capita (current US$)	NY.GDP.PCAP.CD	6610,036508	7636,982429	8126,67039	8884,928319	10385,33617	12564,77813	13403,04959	12398,48003	8281,699982	10672,41793	12256,99357	11561,24837	13165,06574	14672,85747	16496,12009	19402,50263	21743,47745	24086,41044	21350,42798	19143,85161	23087,22564	25096,26388	25466,76052	27182,73431	29249,57522	28732,23108	29288,87044	31616,8434	33340	31761,97769	
Kuwait	KWT	GDP per capita (current US$)	NY.GDP.PCAP.CD	8794,631229	5419,590831				16932,1483	19358,38244	17748,8598	14166,1796	15435,17859	18440,37852	16587,17767	17846,32606	22148,37815	27011,72765	35591,00578	42781,3665	45782,27656	55494,95099	37561,67267	38577,49828	48631,6913	51979,10517	49388,13741	44062,31704	29869,52939	27653,06677	29759,43649	33994,3	32031,9801	
Laos	LAO	GDP per capita (current US$)	NY.GDP.PCAP.CD	203,2559698	234,7642311	250,6042183	287,3949673	325,9410612	363,8796019	378,4281472	345,9213648	248,8390431	277,8098415	325,1869982	326,9419076	320,0615179	362,8214135	417,9285042	475,6107135	590,6327074	710,344815	900,3236718	948,6539323	1140,599205	1378,361365	1581,395403	1825,665113	1998,335215	2134,711796	2308,800482	2423,846203	2542,4	2534,898277	
Lebanon	LBN	GDP per capita (current US$)	NY.GDP.PCAP.CD	1012,643881	1605,368607	1899,651628	2446,529954	2820,487845	3321,296325	3791,605517	4305,642946	4669,577803	4640,379461	4491,637259	4422,387076	4579,459593	4576,390746	4630,789572	4575,105512	4626,859808	5207,796	6111,332411	7354,953605	7761,646191	7674,83535	7950,695378	7931,080476	7686,25603	7644,548657	7629,891117	7801,178658	8024,8	7784,316857	
Liberia	LBR	GDP per capita (current US$)	NY.GDP.PCAP.CD											306,8328947	306,7103554	306,473737	243,0893405	286,0649989	294,8930368	336,1156743	396,6017613	478,3999379	470,9476196	513,4456986	596,8970811	657,9362563	721,9300554	721,1827948	710,3838577	714,6233922	698,7017644	677,322	621,8929536	
Libya	LBY	GDP per capita (current US$)	NY.GDP.PCAP.CD	6514,321504	7040,780942	7284,934382	6447,144638	5892,617612	5161,683342	5536,868265	5998,16161	5243,590481	6819,033114	7142,774452	6266,490972	3703,048308	4673,143913	5800,597969	8163,010778	9336,35667	11300,19134	14382,57629	10275,26656	12064,78069	5554,179164	13025,28139	10363,78949	6466,91027	4337,919139	4035,194316	5756,69845	7877,12	7683,750611	
Sri Lanka	LKA	GDP per capita (current US$)	NY.GDP.PCAP.CD	463,6186318	513,2585353	547,0547194	576,7800126	647,5790491	714,2334273	756,6570729	817,064349	850,8114206	838,8838674	869,6965166	832,8034402	867,4912137	982,1956459	1065,784437	1248,698185	1435,817177	1630,388906	2037,322103	2090,401826	2799,648876	3200,833829	3350,521876	3610,289363	3819,25353	3843,780672	3886,291502	4077,043721	4080,56	3853,083693	
Lesotho	LSO	GDP per capita (current US$)	NY.GDP.PCAP.CD	350,0608392	404,1970899	466,2744404	458,5535585	471,8417914	527,6998379	489,1318193	507,1004656	464,8063925	451,9271579	436,488352	405,6053137	382,1901735	573,6537676	753,3807868	842,8130532	904,6034022	863,7796315	884,9626748	890,9963833	1137,275702	1308,690066	1253,696202	1193,713257	1223,333032	1152,139827	1043,569792	1150,079173	1221,88	1157,535164	
Lithuania	LTU	GDP per capita (current US$)	NY.GDP.PCAP.CD						2168,796099	2328,153808	2830,737533	3166,895648	3113,546428	3297,354701	3530,147337	4146,987928	5505,535669	6706,966998	7863,162009	9240,642548	12297,91535	14961,56818	11837,39103	11957,08421	14354,18838	14339,28787	15702,14306	16548,40641	14249,11497	14999,47964	16882,63947	19080,6	19455,45413	
Luxembourg	LUX	GDP per capita (current US$)	NY.GDP.PCAP.CD	34645,14324	37007,43875	40965,74432	41479,0872	45481,8922	52831,25237	52571,93499	47042,34711	47584,46439	51654,4028	48735,99549	48179,42085	52930,64115	65445,88503	75716,35108	80289,69641	89739,7117	106018,4928	114293,8433	103198,6693	104965,3061	115761,5077	106749,0136	113625,1329	118823,6484	101376,4966	104278,391	107627,151	11665,4	114704,5942	
Latvia	LVA	GDP per capita (current US$)	NY.GDP.PCAP.CD						2322,08701	2422,250575	2675,244828	2965,073007	3144,991127	3351,230706	3566,171119	4125,210034	5127,593575	6343,143526	7552,873894	9663,373451	14042,46242	16376,99836	12257,21657	11348,40623	13832,39118	13850,64282	15041,17446	15740,32675	13698,93795	14153,41492	15586,58189	17805,2	17836,36489	
Morocco	MAR	GDP per capita (current US$)	NY.GDP.PCAP.CD	1206,011838	1266,849441	1299,421679	1199,319377	1326,941304	1432,310151	1561,129441	1396,769917	1472,38562	1447,968739	1334,943051	1339,293577	1416,488158	1725,458038	1952,90183	2018,025743	2196,01219	2499,259938	2890,360083	2866,924199	2839,925168	3046,949136	2912,658275	3121,681176	3171,699192	2875,257985	2896,720003	3036,325255	3222,2	3204,095003	
Moldova	MDA	GDP per capita (current US$)	NY.GDP.PCAP.CD						593,7661383	575,319576	657,4911903	578,9097663	399,6207703	440,6720307	507,5576584	570,9726454	682,5255088	897,4499588	1034,707058	1183,379211	1531,685476	2111,201495	1899,010117	2437,529978	2942,255949	3045,739874	3322,038436	3328,801449	2732,457113	2880,439281	3509,69345	4233,99	4498,52085	
Madagascar	MDG	GDP per capita (current US$)	NY.GDP.PCAP.CD	338,9481218	272,5246909	301,9970357	320,5642177	269,5607325	284,8227921	354,7415607	297,115184	297,2536718	279,9213415	293,6071574	334,4416383	319,216474	368,7971942	284,4876464	319,5374402	338,7511265	438,6552901	536,3514595	467,5397549	471,959197	531,2655718	518,1529543	541,0662	530,8613457	467,2353994	475,9554172	515,2927249	527,501	522,2198092	
Maldives	MDV	GDP per capita (current US$)	NY.GDP.PCAP.CD	963,8417858	1064,057578	1205,651953	1328,606757	1431,623341	1569,963504	1737,700111	1926,24223	2011,869392	2154,228846	2234,579866	3039,334623	3049,197616	3475,983305	3941,431136	3639,966576	4809,963115	5574,451876	6614,159147	6636,412416	7076,662423	7291,42764	7265,613656	7928,457365	8499,365762	9033,390413	9209,288625	9540,634349	10330	10790,50024	
Mexico	MEX	GDP per capita (current US$)	NY.GDP.PCAP.CD	3112,268706	3661,947879	4170,623287	5650,026286	5854,417857	3928,223926	4412,116345	5289,167988	5481,181497	6157,192475	7157,8145	7544,568648	7593,137793	7075,369643	7484,486542	8277,671251	9068,294387	9642,680605	10016,5713	8002,972106	9271,398233	10203,42085	10241,72792	10725,18332	10922,37605	9605,952351	8739,756043	9278,418168	9673,44	9863,072699	
North Macedonia	MKD	GDP per capita (current US$)	NY.GDP.PCAP.CD	2354,263462	2477,685524	1225,373149	1352,025726	1794,709897	2359,800338	2338,068311	1964,882893	1866,85009	1908,592601	1854,145956	1815,920091	1961,203736	2408,80011	2762,560358	3037,75311	3325,635809	4036,20277	4793,443669	4544,008835	4542,899717	5063,786986	4698,141294	5210,67583	5468,480869	4840,273123	5129,15896	5430,87421	6062,94	6093,14769	
Mali	MLI	GDP per capita (current US$)	NY.GDP.PCAP.CD	317,3893069	315,4563173	319,8380297	310,1382515	223,018023	282,341255	282,6330008	267,1891588	281,8726309	323,1686388	269,8711377	307,4369205	334,8365206	392,524759	440,1684418	489,021069	523,0386031	596,6901888	694,2776501	698,8989219	710,2742022	837,6034406	778,6192858	805,032838	848,302758	751,4786686	780,38787	830,5574088	900,11	890,7372855	
Montenegro	MNE	GDP per capita (current US$)	NY.GDP.PCAP.CD											1627,072633	1909,598702	2106,635068	2789,159065	3380,165121	3674,617924	4425,678873	5976,394145	7367,751909	6727,107767	6682,281158	7318,74469	6586,721279	7189,293287	7388,147794	6517,163752	7033,604899	7803,411137	8850,09	8832,036836	
Mongolia	MNG	GDP per capita (current US$)	NY.GDP.PCAP.CD	1172,443066	1072,636319	587,3032317	339,5220871	405,9748378	631,92009	580,9108441	505,5944739	477,3347341	444,9951451	474,2168965	524,0553079	571,5926395	646,1932563	797,9786853	998,8313648	1334,211681	1632,726952	2136,563214	1714,360545	2643,292914	3757,558633	4351,88692	4366,075901	4158,525715	3918,579174	3660,150746	3669,41754	4134,98	4295,235025	
Mozambique	MOZ	GDP per capita (current US$)	NY.GDP.PCAP.CD		277,9342798	191,5821534	190,552061	186,8485304	187,357741	260,857255	303,5116338	333,8426027	341,4809152	313,5680341	291,467739	299,6830541	323,5225887	381,1565927	415,348291	434,0340288	480,9335201	564,4794877	519,7604047	471,1816926	594,5864667	657,6453378	664,0782118	673,9699555	589,8590281	428,926488	461,4150941	498,957	491,8047231	
Mauritania	MRT	GDP per capita (current US$)	NY.GDP.PCAP.CD	740,7365354	1021,926919	1010,103031	840,2655098	862,275752	904,0907235	898,5127833	851,426927	814,1706614	775,2717114	676,5676584	646,116311	639,6671224	717,9003701	803,7776421	970,8436448	1288,144297	1351,456842	1558,889743	1392,464144	1610,923908	1879,771427	1815,219429	1892,095487	1677,108166	1524,072883	1536,85415	1578,114174	1600,87	1677,919253	
Mauritius	MUS	GDP per capita (current US$)	NY.GDP.PCAP.CD	2506,179312	2669,3277	2973,206977	2973,797821	3197,331024	3599,555202	3899,435192	3646,630626	3593,234081	3695,934909	3929,075495	3856,625227	4018,948897	4793,718179	5388,065784	5282,906022	5695,969327	6574,654338	8030,063005	7318,12641	8000,376432	9197,026972	9291,227619	9637,00265	10153,93822	9260,447303	9681,618567	10484,90836	11208,2	11203,54058	
Malawi	MWI	GDP per capita (current US$)	NY.GDP.PCAP.CD	199,9863423	229,527539	185,7858866	213,2406131	121,2641276	141,9543906	227,5847702	259,4504941	165,8953935	163,6142468	156,3857186	150,1489558	298,4333849	267,3990565	282,5670846	289,5551689	308,1634757	332,2591444	387,6059753	438,2120429	478,6685897	534,9512647	391,5618324	348,4302696	371,2697496	380,5970331	315,7773264	356,7175732	381,258	411,5523404	
Malaysia	MYS	GDP per capita (current US$)	NY.GDP.PCAP.CD	2441,741991	2653,526742	3113,646333	3433,163316	3728,111974	4329,707364	4798,61314	4637,865016	3263,33385	3492,669354	4043,662051	3913,428726	4165,726104	4461,847687	4952,212975	5587,02565	6209,124508	7243,455987	8474,586829	7292,494447	9040,566251	10399,37275	10817,44287	10970,12328	11319,07976	9955,242127	9817,740861	10254,23402	11373,2	11414,83766	
Namibia	NAM	GDP per capita (current US$)	NY.GDP.PCAP.CD	1944,137621	2027,008113	2257,632393	2069,624996	2284,580811	2421,87049	2371,884669	2416,11979	2209,772147	2165,113225	2136,440243	1906,292604	1769,17591	2560,774036	3396,911932	3674,002201	3974,522425	4356,244512	4153,247938	4265,258745	5318,00694	5723,32549	5942,273788	5377,727327	5435,171911	4869,378406	4523,09127	5303,309133	5495,42	4957,458006	
Niger	NER	GDP per capita (current US$)	NY.GDP.PCAP.CD	440,577479	399,2315373	398,1894125	251,1510753	212,3898806	243,7814238	245,9800036	225,7007984	248,9209554	230,6392969	197,5244629	208,0676622	227,1362787	267,8532881	285,0950907	321,0898362	335,3414379	387,7808911	473,4146716	459,4241732	473,2998775	508,3965681	526,3509656	548,8929548	562,1218446	483,3392822	494,7187135	516,8882472	571,526	554,6009687	
Nigeria	NGA	GDP per capita (current US$)	NY.GDP.PCAP.CD	567,5286729	502,9141389	477,1776142	270,2239615	321,3206772	408,18106	461,5195779	479,9837556	469,4305648	497,8415405	567,930736	590,381815	741,7475112	795,3862467	1007,874328	1268,383443	1656,424759	1883,461311	2242,871886	1891,33537	2292,445156	2520,404166	2746,991789	2998,072843	3222,693537	2730,430324	2175,99967	1968,559588	2032,72	2229,858696	
Nicaragua	NIC	GDP per capita (current US$)	NY.GDP.PCAP.CD	241,87647	348,8647688	410,7675726	393,6034575	847,3744318	890,0054491	908,6325065	909,3359271	943,9218956	972,8869884	1007,501429	1034,551588	1000,935948	1005,732473	1080,268112	1162,290113	1226,642974	1327,959699	1499,258678	1444,372527	1503,870423	1655,801824	1760,454387	1811,639193	1934,069508	2049,84969	2107,56718	2159,163079	2020,54	1912,903745	
Netherlands	NLD	GDP per capita (current US$)	NY.GDP.PCAP.CD	21290,86038	21732,2308	23904,03739	23122,41079	24646,3143	29258,13435	29006,80945	26700,53713	27885,80838	28263,09671	26149,41108	26873,27593	29204,03983	35672,2066	40362,39478	41979,05585	44863,35063	51733,44213	57644,47997	52514,02712	50950,03434	54159,34661	50073,00566	52184,06185	52830,17423	45175,23189	46007,85292	48675,22234	53048	52447,83144	
Norway	NOR	GDP per capita (current US$)	NY.GDP.PCAP.CD	28242,94374	28596,933	30523,98506	27963,66522	29315,84191	34875,70433	37321,9742	36629,0309	34788,35985	36371,05095	38131,46061	38542,7151	43084,47247	50134,89077	57603,83602	66810,47852	74148,32008	85139,96045	96944,09561	79977,69708	87693,79007	100600,5624	101524,1419	102913,4508	97019,18275	74355,51586	70459,1825	75496,75406	81734,4	75419,63487	
Nepal	NPL	GDP per capita (current US$)	NY.GDP.PCAP.CD	191,8789042	202,08061	170,5866683	178,6259703	193,279505	203,980809	204,6857552	217,787953	210,6114878	214,106767	229,4902871	246,725629	244,7208237	252,4024323	286,1575938	315,80563	346,9452514	391,3801314	470,4555473	478,1731816	592,4010975	699,4293377	698,4664794	715,923743	743,4133813	792,5528906	777,1475955	911,4442665	1038,65	1071,050761	
New Zealand	NZL	GDP per capita (current US$)	NY.GDP.PCAP.CD	13663,02162	12230,07345	11793,13924	13094,34545	15280,31278	17400,42018	18794,43604	17474,18703	14738,44557	15322,22383	13641,10272	13882,85683	16874,18749	21913,70817	25420,23488	27751,06547	26671,32942	32511,12666	31290,25372	28205,73284	33700,12604	38437,54316	39982,7543	42962,98821	44553,28221	38615,99518	40105,61339	42849,42632	42949,9	42084,35337	
Oman	OMN	GDP per capita (current US$)	NY.GDP.PCAP.CD	6448,127685	5988,844697	6278,642993	6029,189622	6013,191867	6261,736061	6830,633316	7039,61185	6254,983965	6967,102921	8601,25417	8475,964136	8626,984097	9066,347498	10126,1161	12377,06807	14420,51706	15838,46561	22139,64041	16823,77165	18756,97925	20921,14598	21902,58136	20926,55405	20131,91672	16028,75136	14618,87538	15130,94374	16414,8	15474,03248	
Pakistan	PAK	GDP per capita (current US$)	NY.GDP.PCAP.CD	371,6785573	411,859465	429,1469022	442,4922384	434,4654114	489,881814	497,2161432	476,3812312	461,2167361	454,2761254	576,1956006	544,4942738	534,3038828	599,3763227	687,8364171	748,9225846	836,8605211	908,0950906	990,8465996	957,9956808	987,409723	1164,976129	1198,109001	1208,90431	1251,164104	1356,667756	1368,454326	1464,993305	1482,3	1284,702041	
Panama	PAN	GDP per capita (current US$)	NY.GDP.PCAP.CD	2603,846622	2803,941591	3122,081256	3339,919455	3489,152406	3494,516014	3529,852222	3741,279464	3974,667035	4082,615957	4060,324493	4046,419981	4126,241558	4267,303325	4592,152614	4916,914994	5348,895292	6166,180721	7154,274496	7576,140467	8082,028459	9358,251475	10722,28363	11889,12763	12796,07004	13630,30797	14343,96363	15150,34561	15592	15731,01603	
Peru	PER	GDP per capita (current US$)	NY.GDP.PCAP.CD	1196,586858	1524,770874	1566,011552	1488,033249	1881,737119	2194,01797	2232,075906	2306,438801	2163,120031	1924,486567	1955,588006	1941,475632	2021,23974	2145,643183	2417,035501	2729,498682	3154,331237	3606,070435	4220,616969	4196,312793	5082,354757	5869,32308	6528,972218	6756,752769	6672,880255	6229,101696	6204,99726	6710,508029	6941,23	6977,695784	
Philippines	PHL	GDP per capita (current US$)	NY.GDP.PCAP.CD	715,9137121	715,7468201	814,7685392	816,4123244	939,9186379	1062,133065	1160,309681	1127,526549	966,989169	1087,378156	1072,809064	990,5638962	1036,159313	1048,008192	1121,489632	1244,349041	1452,438656	1744,640313	1991,231542	1905,894711	2217,474009	2450,733656	2694,305473	2871,430902	2959,648452	3001,040371	3073,653615	3123,234229	3252,09	3485,084218	
Papua New Guinea	PNG	GDP per capita (current US$)	NY.GDP.PCAP.CD	697,539573	801,4722863	905,2489808	1005,152359	1086,291813	893,773636	970,0923023	906,3595891	678,8972756	608,2820627	602,1869023	515,6846078	491,8343081	568,2464399	618,0368977	749,1863962	1256,978891	1401,947182	1672,950784	1626,312399	1949,352518	2406,909679	2790,676669	2729,891906	2920,783721	2679,345588	2509,631457	2695,251883	2720,3	2845,180186	
Poland	POL	GDP per capita (current US$)	NY.GDP.PCAP.CD	1731,209531	2235,541089	2459,020685	2497,195241	2874,825311	3682,791215	4140,983541	4116,926243	4510,413117	4389,976415	4492,727604	4981,198619	5196,932921	5693,377763	6681,178818	8020,963164	9038,654807	11255,37983	14001,38156	11527,53442	12599,53358	13893,50926	13145,53926	13781,06261	14347,91458	12572,4266	12431,81589	13861,30936	15460,6	15595,22703	
Portugal	PRT	GDP per capita (current US$)	NY.GDP.PCAP.CD	7884,617945	8958,985389	10810,56657	9534,656364	9977,319873	11781,36185	12185,0914	11575,50711	12199,20639	12471,07936	11497,75346	11724,6115	12875,32079	15762,97579	18031,00042	18773,12536	19822,84603	22782,09462	24847,54514	23059,79745	22498,69086	23186,91313	20564,88986	21647,04181	22074,30076	19242,36647	19978,40121	21490,42986	23461,5	23145,04082	
Paraguay	PRY	GDP per capita (current US$)	NY.GDP.PCAP.CD	1376,164673	1611,400976	1610,213334	1591,37311	1686,846001	1897,096362	2002,685918	1993,802781	1812,994022	1694,110236	1663,605252	1565,053712	1300,851426	1365,416418	1679,497171	1843,633791	2271,090038	2976,825503	4041,583876	3624,571058	4355,934939	5322,96376	5183,082877	5926,832863	6102,943233	5406,703857	5319,410218	5680,580768	5805,67	5414,799138	
Qatar	QAT	GDP per capita (current US$)	NY.GDP.PCAP.CD	15454,08233	14124,29283	15434,45934	14270,97377	14544,09164	15849,72008	17337,42187	21104,7243	18593,54892	21723,69996	29976,11704	28517,26721	30214,85901	34517,75509	42124,82901	51455,59419	59530,15354	65421,75277	80234,47007	59094,44494	67403,1603	82409,58033	85076,14793	85050,91097	83858,52838	63039,01655	57163,06099	61264,39648	68793,78	64781,7332	
Romania	ROU	GDP per capita (current US$)	NY.GDP.PCAP.CD	1680,705623	1260,749045	1102,103785	1158,132516	1323,104325	1650,276481	1633,010644	1577,323357	1852,467309	1599,889533	1659,90764	1825,179805	2119,882673	2679,41191	3494,944517	4617,929016	5757,496429	8360,166321	10435,04398	8548,118672	8209,919456	9104,995622	8535,046876	9555,244217	10026,97358	8977,437382	9567,129345	10807,79539	12408,5	12919,52964	
Russia	RUS	GDP per capita (current US$)	NY.GDP.PCAP.CD	3492,710314	3490,452505	3098,802639	2930,670201	2662,104034	2665,779867	2643,929196	2737,572024	1834,861843	1330,757236	1771,594059	2100,352512	2377,529577	2975,125353	4102,364833	5323,463083	6920,189125	9101,255049	11635,27293	8562,813277	10674,99578	14311,08432	15420,87454	15974,64463	14095,64874	9313,013625	8704,898413	10720,33259	11370,8	11584,99538	
Rwanda	RWA	GDP per capita (current US$)	NY.GDP.PCAP.CD	349,8733576	269,8501567	302,7384118	314,7513543	126,9547229	221,6287362	229,8869585	288,4091673	285,7101918	242,3140657	218,6801627	203,4568715	199,0673298	215,7489815	240,6492936	291,9966862	368,2488929	440,3301809	545,7551005	582,0572768	612,3436991	671,50994	728,6972971	726,1801569	747,0005116	754,906789	748,5044181	772,3184718	782,618	801,656187	
Saudi Arabia	SAU	GDP per capita (current US$)	NY.GDP.PCAP.CD	7246,016367	7883,245738	7932,090938	7485,541334	7421,291231	7690,577522	8335,803866	8551,674296	7419,160019	8007,95978	9171,330145	8684,647401	8695,400072	9609,966975	11185,13337	13791,44629	15384,74015	16516,62362	20078,25779	16113,14249	19262,54768	23745,80161	25243,3587	24844,74437	24463,90316	20627,93278	19879,29753	20803,74257	23338,9	23139,79866	
Singapore	SGP	GDP per capita (current US$)	NY.GDP.PCAP.CD	11861,75616	14502,37999	16135,91365	18290,02824	21553,0309	24914,41126	26233,6289	26375,97195	21829,29987	21796,08444	23852,32703	21700,02005	22159,68886	23730,15245	27608,53737	29961,26328	33769,15416	39432,93835	40007,46926	38927,20688	47236,96023	53890,42873	55546,48854	56967,42579	57562,53079	55646,61875	56828,29535	60913,74533	66188,7	65233,28244	
Sierra Leone	SLE	GDP per capita (current US$)	NY.GDP.PCAP.CD	150,3890323	179,361334	156,4032118	177,597591	211,5924777	202,3158548	218,3665864	196,1151103	153,458527	150,0062901	138,6986922	229,3755148	252,3962103	266,4471103	266,5695675	292,3493252	323,3891849	360,3721418	408,4807421	391,2010053	401,8350014	448,3375255	566,3786569	716,8353047	714,7007124	588,2284527	501,4157129	499,3807078	533,991	504,4625434	
